Meet,MeetId,Event,Round,EventDate,Panel,RoundsCovered,Function,JudgeNo,JudgeName
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 3,J3,BANUELOS Ricardo
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 4,J4,BROOKER Gillian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 5,J5,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 6,J6,RIOS Cristina
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 7,J7,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 1,J1,AHLERING Julie
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 2,J2,BANUELOS Ricardo
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 3,J3,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 4,J4,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 5,J5,RIOS Cristina
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 6,J6,BROOKER Gillian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Men's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 7,J7,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal A,Semifinal,30 MAY 2015,single,1-6,Judge 1,J1,AYALA MUNOZ Carlos
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal A,Semifinal,30 MAY 2015,single,1-6,Judge 2,J2,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal A,Semifinal,30 MAY 2015,single,1-6,Judge 3,J3,BROOKER Gillian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal A,Semifinal,30 MAY 2015,single,1-6,Judge 4,J4,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal A,Semifinal,30 MAY 2015,single,1-6,Judge 5,J5,RIOS Cristina
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal A,Semifinal,30 MAY 2015,single,1-6,Judge 6,J6,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal A,Semifinal,30 MAY 2015,single,1-6,Judge 7,J7,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal B,Semifinal,30 MAY 2015,single,1-6,Judge 1,J1,AYALA MUNOZ Carlos
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal B,Semifinal,30 MAY 2015,single,1-6,Judge 2,J2,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal B,Semifinal,30 MAY 2015,single,1-6,Judge 3,J3,BROOKER Gillian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal B,Semifinal,30 MAY 2015,single,1-6,Judge 4,J4,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal B,Semifinal,30 MAY 2015,single,1-6,Judge 5,J5,RIOS Cristina
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal B,Semifinal,30 MAY 2015,single,1-6,Judge 6,J6,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Semifinal B,Semifinal,30 MAY 2015,single,1-6,Judge 7,J7,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Final,Final,30 MAY 2015,single,1-6,Judge 1,J1,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Final,Final,30 MAY 2015,single,1-6,Judge 2,J2,BROOKER Gillian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Final,Final,30 MAY 2015,single,1-6,Judge 3,J3,RIOS Cristina
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Final,Final,30 MAY 2015,single,1-6,Judge 4,J4,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Final,Final,30 MAY 2015,single,1-6,Judge 5,J5,AYALA MUNOZ Carlos
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Final,Final,30 MAY 2015,single,1-6,Judge 6,J6,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 3m Springboard Final,Final,30 MAY 2015,single,1-6,Judge 7,J7,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal A,Semifinal,31 MAY 2015,single,1-6,Judge 1,J1,AYALA MUNOZ Carlos
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal A,Semifinal,31 MAY 2015,single,1-6,Judge 2,J2,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal A,Semifinal,31 MAY 2015,single,1-6,Judge 3,J3,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal A,Semifinal,31 MAY 2015,single,1-6,Judge 4,J4,BROOKER Gillian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal A,Semifinal,31 MAY 2015,single,1-6,Judge 5,J5,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal A,Semifinal,31 MAY 2015,single,1-6,Judge 6,J6,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal A,Semifinal,31 MAY 2015,single,1-6,Judge 7,J7,AHLERING Julie
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 1,J1,AYALA MUNOZ Carlos
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 2,J2,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 3,J3,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 4,J4,BROOKER Gillian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 5,J5,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 6,J6,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Semifinal B,Semifinal,31 MAY 2015,single,1-6,Judge 7,J7,AHLERING Julie
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 1,J1,PETERSON Gordon
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 2,J2,AHLERING Julie
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 3,J3,RUIZ PEDREGUERA Rolando
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 4,J4,BARBOSA Ana Virginia
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 5,J5,AYALA MUNOZ Carlos
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 6,J6,YU Jian
FINA/NVC Diving World Series 2015 - Merida,merida_2015_ws,Women's 10m Platform Final,Final,31 MAY 2015,single,1-6,Judge 7,J7,BROOKER Gillian
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 1,J1,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 2,J2,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 3,J3,RAO Lang
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 4,J4,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 5,J5,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 6,J6,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 7,J7,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 1,J1,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 2,J2,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 3,J3,RAO Lang
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 4,J4,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 5,J5,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 6,J6,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 7,J7,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 1,J1,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 2,J2,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 3,J3,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 4,J4,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 5,J5,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 6,J6,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 7,J7,RAO Lang
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 1,J1,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 2,J2,XIUREN Wu
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 3,J3,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 4,J4,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 5,J5,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 6,J6,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 7,J7,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 1,J1,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 2,J2,XIUREN Wu
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 3,J3,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 4,J4,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 5,J5,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 6,J6,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 7,J7,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 1,J1,XIUREN Wu
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 2,J2,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 3,J3,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 4,J4,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 5,J5,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 6,J6,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Men's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 7,J7,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 1,J1,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 2,J2,XIUREN Wu
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 3,J3,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 4,J4,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 5,J5,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 6,J6,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal A,Semifinal,12 MAR 2016,single,1-6,Judge 7,J7,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 1,J1,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 2,J2,XIUREN Wu
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 3,J3,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 4,J4,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 5,J5,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 6,J6,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Semifinal B,Semifinal,12 MAR 2016,single,1-6,Judge 7,J7,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 1,J1,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 2,J2,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 3,J3,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 4,J4,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 5,J5,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 6,J6,XIUREN Wu
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 3m Springboard Final,Final,12 MAR 2016,single,1-6,Judge 7,J7,BIMIS Thomas
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 1,J1,RAO Lang
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 2,J2,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 3,J3,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 4,J4,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 5,J5,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 6,J6,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal A,Semifinal,13 MAR 2016,single,1-6,Judge 7,J7,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 1,J1,RAO Lang
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 2,J2,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 3,J3,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 4,J4,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 5,J5,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 6,J6,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Semifinal B,Semifinal,13 MAR 2016,single,1-6,Judge 7,J7,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 1,J1,KOLIC Natasha
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 2,J2,KELEMEN Ildiko
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 3,J3,AVASILOAE Florin
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 4,J4,LATIMER Simon
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 5,J5,RAO Lang
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 6,J6,SEUFERT-SHOLTIS Chris
FINA/NVC Diving World Series 2016 - Beijing (CHN),beijing_2016_ws,Women's 10m Platform Final,Final,13 MAR 2016,single,1-6,Judge 7,J7,HASSAN Mohamed
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 1,J1,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 2,J2,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 3,J3,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 4,J4,RIOS Cristina
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 5,J5,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 6,J6,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal A,Semifinal,18 MAR 2016,single,1-6,Judge 7,J7,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 1,J1,GILDEMEISTER Peter
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 2,J2,LER Damien Soon Tien
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 3,J3,GOLOVAN Anatoly
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 4,J4,RIOS Cristina
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 5,J5,ITO Masaki
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 6,J6,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Semifinal B,Semifinal,18 MAR 2016,single,1-6,Judge 7,J7,VYAS Mayur
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Final,Final,18 MAR 2016,single,1-6,Judge 1,J1,TOULOUDIS Nikolaos
FINA/NVC Diving World Series 2016 - Dubai (UAE),dubai_2016_ws,Men's 3m Springboard Final,Final,18 MAR 2016,single,1-6,Judge 2,J2,RIOS Cristina
