Meet,MeetId,Event,Round,EventDate,Panel,RoundsCovered,Function,JudgeNo,JudgeName
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,A,1-6,Judge 2,J2,MANZONI Renato ITA
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,B,1-6,Judge 2,J2,KELEMEN Ildiko HUN
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,A,1-6,Judge 3,J3,MORNEAU Hélène CAN
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,B,1-6,Judge 3,J3,DURAN PALACIOS Ricardo CHI
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,A,1-6,Judge 4,J4,TELLEFSEN Arne NOR
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,B,1-6,Judge 4,J4,NOVOTNA Hana CZE
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,A,1-6,Judge 5,J5,BANUELOS Ricardo MEX
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,B,1-6,Judge 5,J5,CRAINE Donald USA
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,A,1-6,Judge 6,J6,LINDBERG Mathz SWE
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,B,1-6,Judge 6,J6,STRITT BURK Carmen SUI
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,A,1-6,Judge 7,J7,YU Jian CHN
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Preliminary,Preliminary,22 JUL 2009,B,1-6,Judge 7,J7,SOU Wai Wai MAC
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,A,1-6,Judge 1,J1,SISSONS Ann NZL
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,B,1-6,Judge 1,J1,HASSAN Mohamed EGY
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,A,1-6,Judge 2,J2,KELEMEN Ildiko HUN
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,B,1-6,Judge 2,J2,MANZONI Renato ITA
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,A,1-6,Judge 3,J3,DURAN PALACIOS Ricardo CHI
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,B,1-6,Judge 3,J3,MORNEAU Hélène CAN
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,A,1-6,Judge 4,J4,NOVOTNA Hana CZE
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,B,1-6,Judge 4,J4,TELLEFSEN Arne NOR
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,A,1-6,Judge 5,J5,CRAINE Donald USA
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,B,1-6,Judge 5,J5,BANUELOS Ricardo MEX
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,A,1-6,Judge 6,J6,STRITT BURK Carmen SUI
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,B,1-6,Judge 6,J6,LINDBERG Mathz SWE
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,A,1-6,Judge 7,J7,SOU Wai Wai MAC
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Semifinal,Semifinal,22 JUL 2009,B,1-6,Judge 7,J7,YU Jian CHN
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Final,Final,23 JUL 2009,A,1-6,Judge 1,J1,KELEMEN Ildiko HUN
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Final,Final,23 JUL 2009,B,1-6,Judge 5,J5,SISSONS Ann NZL
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Final,Final,23 JUL 2009,A,1-6,Judge 2,J2,STRITT BURK Carmen SUI
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Final,Final,23 JUL 2009,B,1-6,Judge 6,J6,HASSAN Mohamed EGY
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Final,Final,23 JUL 2009,A,1-6,Judge 3,J3,RUIZ PEDREGUERA Rolando CUB
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Final,Final,23 JUL 2009,B,1-6,Judge 7,J7,DURAN PALACIOS Ricardo CHI
13th FINA World Championships 2009 (Diving),rome_2009_wch,Men's 3m Springboard Final,Final,23 JUL 2009,single,1-6,Judge 4,J4,BAMBER Susan GBR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,A,1-3,Judge 1,J1,Pikturniene Ale LTU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,B,4-5,Judge 1,J1,Freeman Sally GBR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,A,1-3,Judge 2,J2,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,B,4-5,Judge 2,J2,Boussard Michel FRA
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,A,1-3,Judge 3,J3,Reznichenko Anatoliy UKR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,B,4-5,Judge 3,J3,Alt Walter GER
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,A,1-3,Judge 4,J4,Groden Haraldsen Inger NOR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,B,4-5,Judge 4,J4,Polazzo Marco Valerio ITA
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,A,1-3,Judge 5,J5,Kolic Natasa CRO
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,B,4-5,Judge 5,J5,Stritt­Burk Carmen SUI
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,A,1-3,Judge 6,J6,Benyák András HUN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,B,4-5,Judge 6,J6,Palomino Antonio ESP
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,A,1-3,Judge 7,J7,Vinogradov Alexandr RUS
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Preliminary,Preliminary,10 AUG 2010,B,4-5,Judge 7,J7,Wiernuk Anna POL
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Final,Final,10 AUG 2010,A,1-6,Judge 1,J1,Stritt­Burk Carmen SUI
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Final,Final,10 AUG 2010,B,1-6,Judge 5,J5,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Final,Final,10 AUG 2010,A,1-6,Judge 2,J2,Wiernuk Anna POL
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Final,Final,10 AUG 2010,B,1-6,Judge 6,J6,Boussard Michel FRA
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Final,Final,10 AUG 2010,A,1-6,Judge 3,J3,Groden Haraldsen Inger NOR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Final,Final,10 AUG 2010,B,1-6,Judge 7,J7,Kolic Natasa CRO
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 1m Springboard Final,Final,10 AUG 2010,single,1-6,Judge 4,J4,Pikturniene Ale LTU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,A,1-3,Judge 1,J1,Khazemhempa Ludzmilla BLR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,B,4-6,Judge 1,J1,Alt Walter GER
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,A,1-3,Judge 2,J2,Palomino Antonio ESP
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,B,4-6,Judge 2,J2,Benyák András HUN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,A,1-3,Judge 3,J3,Polazzo Marco Valerio ITA
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,B,4-6,Judge 3,J3,Vinogradov Alexandr RUS
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,A,1-3,Judge 4,J4,Ilies Daniela ROU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,B,4-6,Judge 4,J4,Kolic Natasa CRO
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,A,1-3,Judge 5,J5,Axtelius Peter SWE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,B,4-6,Judge 5,J5,Matturi­Slotte Marja FIN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,A,1-3,Judge 6,J6,Reznichenko Anatoliy UKR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,B,4-6,Judge 6,J6,Faber Marc NED
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,A,1-3,Judge 7,J7,Freeman Sally GBR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Preliminary,Preliminary,11 AUG 2010,B,4-6,Judge 7,J7,Stritt­Burk Carmen SUI
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Final,Final,11 AUG 2010,A,1-6,Judge 1,J1,Ilies Daniela ROU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Final,Final,11 AUG 2010,B,1-6,Judge 5,J5,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Final,Final,11 AUG 2010,A,1-6,Judge 2,J2,Stritt­Burk Carmen SUI
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Final,Final,11 AUG 2010,B,1-6,Judge 6,J6,Faber Marc NED
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Final,Final,11 AUG 2010,A,1-6,Judge 3,J3,Matturi­Slotte Marja FIN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Final,Final,11 AUG 2010,B,1-6,Judge 7,J7,Kolic Natasa CRO
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 1m Springboard Final,Final,11 AUG 2010,single,1-6,Judge 4,J4,Pikturniene Ale LTU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,A,1-3,Judge 1,J1,Khazemhempa Ludzmilla BLR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,B,4-5,Judge 1,J1,Matturi­Slotte Marja FIN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,A,1-3,Judge 2,J2,Boussard Michel FRA
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,B,4-5,Judge 2,J2,Polazzo Marco Valerio ITA
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,A,1-3,Judge 3,J3,Faber Marc NED
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,B,4-5,Judge 3,J3,Freeman Sally GBR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,A,1-3,Judge 4,J4,Alt Walter GER
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,B,4-5,Judge 4,J4,Benyák András HUN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,A,1-3,Judge 5,J5,Vinogradov Alexandr RUS
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,B,4-5,Judge 5,J5,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,A,1-3,Judge 6,J6,Stritt­Burk Carmen SUI
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,B,4-5,Judge 6,J6,Axtelius Peter SWE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,A,1-3,Judge 7,J7,Groden Haraldsen Inger NOR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Preliminary,Preliminary,12 AUG 2010,B,4-5,Judge 7,J7,Reznichenko Anatoliy UKR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Final,Final,12 AUG 2010,A,1-6,Judge 1,J1,Faber Marc NED
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Final,Final,12 AUG 2010,B,1-6,Judge 5,J5,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Final,Final,12 AUG 2010,A,1-6,Judge 2,J2,Stritt­Burk Carmen SUI
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Final,Final,12 AUG 2010,B,1-6,Judge 6,J6,Matturi­Slotte Marja FIN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Final,Final,12 AUG 2010,A,1-6,Judge 3,J3,Wiernuk Anna POL
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Final,Final,12 AUG 2010,B,1-6,Judge 7,J7,Khazemhempa Ludzmilla BLR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 10m Platform Final,Final,12 AUG 2010,single,1-6,Judge 4,J4,Groden Haraldsen Inger NOR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,A,1-3,Judge 1,J1,Benyák András HUN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,B,4-6,Judge 1,J1,Alt Walter GER
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,A,1-3,Judge 2,J2,Ilies Daniela ROU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,B,4-6,Judge 2,J2,Pikturniene Ale LTU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,A,1-3,Judge 3,J3,Reznichenko Anatoliy UKR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,B,4-6,Judge 3,J3,Vinogradov Alexandr RUS
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,A,1-3,Judge 4,J4,Kolic Natasa CRO
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,B,4-6,Judge 4,J4,Axtelius Peter SWE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,A,1-3,Judge 5,J5,Matturi­Slotte Marja FIN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,B,4-6,Judge 5,J5,Wiernuk Anna POL
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,A,1-3,Judge 6,J6,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,B,4-6,Judge 6,J6,Polazzo Marco Valerio ITA
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,A,1-3,Judge 7,J7,Groden Haraldsen Inger NOR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Preliminary,Preliminary,13 AUG 2010,B,4-6,Judge 7,J7,Freeman Sally GBR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Final,Final,13 AUG 2010,A,1-6,Judge 1,J1,Axtelius Peter SWE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Final,Final,13 AUG 2010,B,1-6,Judge 5,J5,Matturi­Slotte Marja FIN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Final,Final,13 AUG 2010,A,1-6,Judge 2,J2,Ilies Daniela ROU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Final,Final,13 AUG 2010,B,1-6,Judge 6,J6,Groden Haraldsen Inger NOR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Final,Final,13 AUG 2010,A,1-6,Judge 3,J3,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Final,Final,13 AUG 2010,B,1-6,Judge 7,J7,Benyák András HUN
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Men's 3m Springboard Final,Final,13 AUG 2010,single,1-6,Judge 4,J4,Freeman Sally GBR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 3m Springboard Preliminary,Preliminary,14 AUG 2010,A,1-3,Judge 1,J1,Palomino Antonio ESP
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 3m Springboard Preliminary,Preliminary,14 AUG 2010,B,4-5,Judge 1,J1,Kolic Natasa CRO
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 3m Springboard Preliminary,Preliminary,14 AUG 2010,A,1-3,Judge 2,J2,Pikturniene Ale LTU
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 3m Springboard Preliminary,Preliminary,14 AUG 2010,B,4-5,Judge 2,J2,Touloudis Nikolaos GRE
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 3m Springboard Preliminary,Preliminary,14 AUG 2010,A,1-3,Judge 3,J3,Wierniuk Anna POL
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 3m Springboard Preliminary,Preliminary,14 AUG 2010,B,4-5,Judge 3,J3,Groden Haraldsen Inger NOR
30th LEN European Championships 2010 (Diving),budapest_2010_euro,Women's 3m Springboard Preliminary,Preliminary,14 AUG 2010,A,1-3,Judge 4,J4,Faber Marc NED
